Laptop,Brand,Price,Profession,Normalized
"Lenovo IdeaPad Duet 3 Chrome 11Q727 Qualcomm Snapdragon 7c Gen 2/8GB/128GB eMMC/10.95"" Táctil",Lenovo,531.0,Homemaker,0.04747878240198462
"Lenovo V15 G2 ITL Intel Core i7-1165G7/8GB/512GB SSD/15.6""",Lenovo,709.0,"Artist, Entertainment",0.07309243073522682
"ASUS ROG Flow X16 GV601RW-M5041W AMD Ryzen 9 6900HS/32GB/1TB SSD/RTX 3070Ti/16"" Táctil",Asus,3299.0,"Engineer, Homemaker",0.4457854036739756
"Apple MacBook Pro Intel Core i5/16Gb/512GB SSD/13.3"" Gris Espacial",Apple,1302.54,Marketing,0.1585009972055222
"Apple Macbook Pro Intel Core i7/16GB/512GB SSD/Radeon Pro 5300M/16"" Plata",Apple,1093.69,"Lawyer, Artist",0.12844812948418718
"Lenovo Legion Pro 5 16IRX8 Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/16""",Lenovo,2199.01,Lawyer,0.28750025181957634
"ASUS ExpertBook B1 B1402CBA-EB0822X Intel Core i5-1235U/16GB/512GB SSD/14""",Asus,811.68,"Doctor, Artist",0.08786776450408809
"Asus VivoBook S15 S533FA-BQ108T Intel Core i5-10210U/8GB/256GB SSD/15.6""",Asus,639.0,Artist,0.06301964768282821
"Dell Latitude 5330 Intel Core i7-1265U/16GB/512GB SSD/13.3""",Dell,1266.49,"Artist, Entertainment",0.1533135139335369
"HP 15S-EQ2085NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",HP,536.48,"Engineer, Entertainment",0.04826733741808669
"HP 15S-FQ4107NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",HP,552.0,"Executive, Marketing",0.05050061731770421
PcCom Revolt 4060 Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/15.6,PcCom,1799.9,"Entertainment, Homemaker",0.23006955976182186
"Apple Macbook Pro Intel Core i9/32GB/2TB SSD/Radeon Pro 5500M/16"" Gris Espacial",Apple,2755.0,Homemaker,0.36750548966676355
"HP Pavilion 15-EH1007NS AMD Ryzen 5 5500U/16GB/512GB SSD/15.6""",HP,671.01,"Marketing, Homemaker",0.06762578747578935
"Microsoft Surface Pro 7 Intel Core i5-1035G4/8GB/256 GB SSD/12.3"" Platino",Microsoft,866.0,Homemaker,0.09568424415274944
"Samsung Chromebook 4 XE310XBA-K01ES Intel Celeron N4000/4GB/32GB eMMC/11.6""",Samsung,365.9,"Lawyer, Entertainment",0.023721404088398738
"Acer Extensa 15 EX215-52-53XM Intel Core i5-1035G1/8GB/256GB SSD/15.6""",Acer,494.35,Executive,0.042204960989550205
"MSI Prestige 16 A12UD-221XES Intel Core i7-1280P/16GB/1TB SSD/RTX 3050Ti/16"" + M31 Ratón Óptico 3600DPI",MSI,1912.01,Healthcare,0.246201841304742
"ASUS VivoBook 17 F1704VA-AU080W Intel Core i5-1335U/16GB/512GB SSD/17.3""",Asus,862.19,Artist,0.09513599696089747
"Apple MacBook Pro Intel Core i5/8GB/512GB SSD/13"" Plata",Apple,856.08,"Entertainment, Lawyer",0.0942567868973238
"HP 15S-EQ2101NS AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",HP,478.26,Engineer,0.039889659856506006
"HP 15S-EQ2110NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",HP,405.39,Doctor,0.029403892698959044
"HP 15S-FQ4102NS Intel Core i7-1195G7/8GB/512GB SSD/15.6""",HP,734.64,"Entertainment, Executive",0.07678194727041968
"HP 255 G9 AMD Ryzen 5 5625U/8GB/512 GB SSD/15.6""",HP,507.53,Executive,0.04410152214141611
"Lenovo ThinkBook 13s G4 IAP Intel Core i7-1260P/16GB/512GB SSD/13.3""",Lenovo,1288.19,"Entertainment, Healthcare",0.1564360766797805
"ASUS VivoBook Pro 15 OLED K3500PC-L1293 Intel Core i5-11300H/16 GB/512GB SSD/RTX 3050/15.6""",Asus,1099.0,Doctor,0.12921222202716198
"Lenovo V15 G3 IAP Intel Core i7-1255U/8GB/512GB SSD/15.6""",Lenovo,903.3,Healthcare,0.10105159855067042
"Microsoft Surface Pro 9 Platino Intel Evo Core i5-1235U/8GB/256GB SSD/13"" Táctil",Microsoft,1293.93,"Marketing, Engineer",0.15726204489007717
"Apple MacBook Air Intel Core i5 1.6GHz/8GB/256GB SSD/13.3"" Retina Plata",Apple,655.76,Doctor,0.06543135973937393
"Apple MacBook Air Intel Core i5/16GB/512GB SSD/13.3"" Dorado Rosa",Apple,884.99,"Lawyer, Engineer",0.09841684629796445
"Apple MacBook Pro Apple M1/8GB/256GB SSD/13.3"" Gris Espacial",Apple,1029.76,"Lawyer, Entertainment",0.11924880061933227
"HP ProBook 430 G5 Intel Core i5-8250U/8GB/256GB SSD/13.3""",HP,413.0,"Healthcare, Executive",0.030498948113655527
"Dell Latitude 5530 Intel Core i7-1255U/16GB/512GB SSD/15.6""",Dell,1334.21,Homemaker,0.16305821205222884
"Lenovo ThinkBook 16 G4+ IAP Intel Core i7-1255U/16GB/512GB SSD/16""",Lenovo,1233.38,Entertainment,0.14854908754975238
"Lenovo V17 G3 IAP Intel Core i5-1235U/16GB/512GB SSD/17.3""",Lenovo,999.62,"Executive, Marketing",0.11491174803077091
"Samsung Chromebook Go Intel Celeron N4500/4GB/64GB eMMC/14""",Samsung,369.27,Artist,0.02420633664392136
"ASUS ROG Strix G17  G713PV-R97B46CB1 AMD Ryzen 9 7945HX/16GB/1TB SSD/RTX4060/17.3"" (PT)",Asus,2203.07,"Executive, Marketing",0.28808447323661546
"Asus Rog Strix G15 G513QY-HQ008 AMD Ryzen 9 5900HX/16GB/1TB SSD/RX6800M/15.6""",Asus,1248.59,Engineer,0.1507377594101378
"Apple MacBook Pro Intel Core i5 1.4GHz/8GB/256GB SSD/13.3"" Gris Espacial",Apple,759.2,Homemaker,0.08031605515280413
"Lenovo ThinkPad P14s Gen 3 Intel Core i7-1260P/32GB/1TB SSD/Quadro T550/14""",Lenovo,2539.0,"Homemaker, Entertainment",0.3364237591050764
"Acer Aspire 3 A317-53G-54LF Intel Core i5-1135G7/8GB/512GB SSD/MX350/17.3""",Acer,713.28,Executive,0.07370830947043062
"HP 15S-fq4015ns Intel Core i5-1155G7/8GB/512GB SSD/15.6""",HP,530.19,"Marketing, Homemaker",0.047362225912378306
"HP Victus 16-E0069NS AMD Ryzen 5 5600H/8GB/512GB SSD/GTX 1650/16.1""",HP,845.48,Artist,0.09273147974938917
MSI Katana 17 B13VFK-439PT Intel Core i7-13620H/16GB/1TB SSD/RTX 4060/17.3'' (PT),MSI,1927.84,"Healthcare, Engineer",0.24847972924359155
"ASUS F415EA-EK1464 Intel Core i3-1115G4/8GB/256GB SSD/14""",Asus,471.63,"Doctor, Marketing",0.03893562340454311
"ASUS VivoBook F515EA-BQ3013W Intel Core i5-1135G7/8GB/512GB/15.6""",Asus,527.0,"Engineer, Healthcare",0.04690319479899042
"Dell Latitude 5430 Intel Core i5-1235U/8GB/256GB SSD/14""",Dell,1032.38,Healthcare,0.11962581049929348
"Lenovo IdeaPad 5 14ALC05 AMD Ryzen 5 5500U/16GB/512 GB SSD/14""",Lenovo,749.0,Marketing,0.0788483067651689
"Lenovo V15 G2 ALC AMD Ryzen 5 5500U/8 GB/512GB SSD/15.6""",Lenovo,439.0,Marketing,0.03424026753311787
"Lenovo V15 G3 IAP Intel Core i7-1255U/16GB/512GB SSD/15.6""",Lenovo,930.24,Lawyer,0.1049281810568364
"MSI Katana GF66 12UGS-665XES Intel Core i7-12700H/32GB/1TB SSD/RTX3070Ti/15.6""",MSI,1899.0,"Engineer, Lawyer",0.24432974262600332
"ASUS ExpertBook B1 B1500CEAE-EJ2824X Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Asus,693.0,Artist,0.07079008032325
"ASUS TUF Dash F15 TUF517ZM-HN078 Intel Core i7-12650H/16GB/512GB SSD/RTX 3060/15.6""",Asus,1095.0,"Lawyer, Marketing",0.12863663442416778
"ASUS VivoBook 13 Slate OLED T3300KA-LQ069W Intel Pentium Silver N6000/8 GB/128GB SSD/13.3"" Táctil",Asus,749.99,"Engineer, Healthcare",0.07899076469690997
"Acer Aspire 5 A514-54G-59FU Intel Core i5-1135G7/8GB/512GB SSD/MX350/14""",Acer,769.58,"Doctor, Healthcare",0.08180970498257407
"Acer Extensa 15 EX215-52-59MA Intel Core i5-1035G1/8GB/256GB SSD/15.6""",Acer,531.8,"Engineer, Lawyer",0.047593899922583456
"Acer Extensa 15 EX215-54-51HW Intel Core i5-1135G7/8GB/256GB SSD/15.6""",Acer,529.9,"Healthcare, Entertainment",0.04732049581116121
"Lenovo IdeaPad 3 14ALC6 AMD Ryzen 5 5500U/8 GB/512GB SSD/14""",Lenovo,757.0,"Entertainment, Marketing",0.0799994819711573
"Lenovo ThinkPad E14 G4 Intel Core i5-1235U/16GB/512GB SSD/14""",Lenovo,1069.0,Doctor,0.12489531500470544
"MSI Raider GE78HX 13VH-065ES Intel Core i9-13950HX/32GB/2TB SSD/RTX 4080/17""",MSI,7150.47,Lawyer,1.0
"HP EliteBook x360 1030 G3 Intel Core i5-8250U/8GB/256GB SSD/13.3"" Táctil",HP,620.0,"Entertainment, Homemaker",0.060285606568605724
"Lenovo LOQ 15IRH8-279 Intel Core i5-13500H/16GB/512GB SSD/RTX4060/15.6"" (PT)",Lenovo,1498.33,"Entertainment, Doctor",0.1866745714030811
"Acer Chromebook 314 CB314-1H-C07W Intel Celeron N4020/8GB/64GB eMMC/14"" + Funda Protectora con Bolsillo Frontal",Acer,374.0,"Executive, Engineer",0.02488696898446201
"ASUS TUF Gaming F15 FX506HE-HN012 Intel Core i5-11400H/16 GB/512GB SSD/RTX 3050Ti/15.6""",Asus,949.0,Artist,0.10762768691487923
"Apple MacBook Intel Core M3/8GB/256GB/12"" Oro",Apple,553.58,"Executive, Artist",0.050727974420886925
"Dell Latitude 3330 Intel Core i5-1155G7/8 GB/256GB SSD/13.3""",Dell,912.0,"Lawyer, Homemaker",0.10230350158718282
"Dell Vostro 5620 Intel Core i5-1240P/16GB/512GB SSD/16""",Dell,961.6,Doctor,0.10944078786431097
"ASUS ZenBook 14 UM425UAZ-KI016W AMD Ryzen 7 5700U/16GB/512GB SSD/14""",Asus,849.0,"Engineer, Lawyer",0.09323799684002407
"ASUS Zenbook 14 OLED UX3402ZA-KM023W Intel Evo Core i7-1260P/16GB/512GB SSD/14""",Asus,1299.0,"Artist, Homemaker",0.15799160217687233
"Asus VivoBook S14 S433EA-AM612T Intel Core i7-1165G7/16GB/512GB SSD/14""",Asus,799.0,"Lawyer, Engineer",0.08604315180259649
"ASUS VivoBook 17 F1704VA-AU116W Intel Core i7-1355U/16GB/512GB SSD/17.3""",Asus,912.0,Marketing,0.10230350158718282
"HP Pavilion 15-EG1008NS Intel Core i7-1195G7/16GB/512GB SSD/15.6""",HP,959.93,Artist,0.10920048004006087
"HP Pavilion x360 14-ek0031ns Intel Core i7-1255U/16GB/512GB SSD/14"" Táctil",HP,1267.58,Entertainment,0.15347036155535282
"ASUS ZenBook 13 OLED UX325EA Intel Evo Core i7-1165G7/16GB/512GB SSD/13.3""",Asus,1016.0,"Healthcare, Lawyer",0.1172687792650322
"Dell Vostro 5320 Intel Evo Core i5-1240P/16GB/512GB SSD/13.3""",Dell,1020.24,"Engineer, Doctor",0.11787890212420606
"ASUS P1511CEA-BR1796X Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Asus,699.0,Engineer,0.0716534617277413
"Acer Aspire 3 A315-58-79LA Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Acer,586.54,"Executive, Engineer",0.05547081626955918
"Acer Extensa 15 EX215-54-54AL Intel Core i5-1135G7/8GB/256GB SSD/15.6""",Acer,709.65,Lawyer,0.07318596372071338
"Aspire 3 A315-56-35D3 Intel Core i3-1005G1 8GB/512GB SSD/15.6"" (PT)",Acer,340.24,Executive,0.02002900961519091
"Asus ROG Zephyrus G14 GA401IU-HA123T AMD Ryzen 9 4900HS/16GB/1TB SSD/GTX 1660 Ti/14""",Asus,1277.64,Healthcare,0.15491796437688327
"Dynabook Toshiba Tecra A50-J-1BI Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Dynabook Toshiba,959.0,"Homemaker, Entertainment",0.10906665592236475
"MSI Creator Z17 A12UGST-040ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070 Ti/17"" Táctil",MSI,3099.0,Homemaker,0.4170060235242653
"MSI Pulse GL76 12UEK-245XES Intel Core i9-12900H/32GB/1TB SSD/RTX 3060/17.3""",MSI,1999.0,Doctor,0.2587194327008585
"ASUS ROG Flow Z13 2022 GZ301ZE-LD183W Intel Core i9-12900H/16GB/1TB SSD/RTX 3050Ti/13.4"" Táctil",Asus,1899.0,"Lawyer, Marketing",0.24432974262600332
"ASUS ROG Strix G15 G513RM-HQ262 AMD Ryzen 7 6800H/16GB/1TB SSD/RTX 3060/15.6""",Asus,1299.0,Lawyer,0.15799160217687233
"ASUS TUF Gaming A15 2023 FA507NV-LP031W AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4060/15.6"" + Gamepad para Xbox Series Negro",Asus,1409.0,Engineer,0.17382026125921302
"ASUS ZenBook 14 UM425QA-KI188 AMD Ryzen 5 5600H/16GB/512GB SSD/14""",Asus,608.64,Engineer,0.058650937776102176
"Acer Nitro 5 AN515-58-7365 Intel Core i7-12700H/16GB/512GB SSD/RTX 3050Ti/15.6""",Acer,1299.0,Doctor,0.15799160217687233
"Acer Predator Helios 300 PH317-55-74GD Intel Core i7-11800H/16GB/1TB SSD/RTX3060/17.3""",Acer,1498.14,Doctor,0.18664723099193892
"Acer Predator Triton 500 SE PT516-51s-77EQ Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16""",Acer,1106.09,"Lawyer, Marketing",0.1302324510534692
"Apple MacBook Air Intel Core i5/8GB/256GB SSD/13.3"" Plata",Apple,765.33,"Lawyer, Doctor",0.08119814315439274
"Apple MacBook Intel Core M3/8GB/256GB/12"" Gris Espacial",Apple,553.58,"Executive, Doctor",0.050727974420886925
"Apple MacBook Intel Core i5/512GB/12"" Gris Espacial",Apple,684.65,Marketing,0.06958854120199959
"Apple MacBook Pro Apple M1 Pro/16GB/1TB SSD/14.2"" Plata",Apple,2749.0,"Doctor, Homemaker",0.3666421082622722
"Apple MacBook Pro Intel Core i5/8GB/256GB SSD/13"" Gris Espacial",Apple,815.75,Engineer,0.08845342489013472
"Apple MacBook Pro Intel Core i7 2.6GHz/16GB/256GB SSD/Radeon Pro 555X/15.4"" Gris Espacial",Apple,1118.25,"Marketing, Doctor",0.1319822373665716
"Apple Macbook Pro Intel Core i9/16GB/1TB SSD/Radeon Pro 5500M/16"" Plata",Apple,1924.9,"Engineer, Artist",0.24805667235539083
"Asus TUF Gaming F15 FX506HM-HN014 Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",Asus,905.84,Artist,0.10141709667857172
"Asus ZenBook Flip 13 OLED UX363EA-HP525T Intel Core i7-1165G7/16GB/512GB SSD/13.3"" Táctil",Asus,1299.0,"Engineer, Homemaker",0.15799160217687233
"Asus ZenBook S UX393EA-HK003T Intel Evo Core i7-1165G7/16GB/512GB SSD/13.9"" Táctil",Asus,1599.0,Lawyer,0.2011606724014378
"HP 250 G8 Intel Core i5-1135G7/8GB/512GB SSD/15.6"" Plata",HP,566.58,Homemaker,0.0525986341306181
"HP EliteBook 830 G7 Intel Core i5-10210U/16GB/512GB SSD/13.3""",HP,1329.2,"Artist, Engineer",0.1623372885794786
"HP OMEN 16-c0043ns AMD Ryzen 7 5800H/16GB/512GB SSD/RX 6600M/16.1""",HP,634.34,Healthcare,0.06234908812533996
"HP Omen 16-B0048NS Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16.1""",HP,1447.64,Healthcare,0.17938043750413704
"HP ProBook 430 G7 8VT57EA Intel Core i7-10510U/16GB/512GB SSD/13.3""",HP,1420.98,Executive,0.17554414613018066
"HP ProBook 640 G3 Intel Core i5-7200U/4GB/500GB/14""",HP,370.01,Executive,0.024312820350475287
"HP Victus 16-E0006NP AMD Ryzen 7 5800H 8GB/512GB/RTX3050/16,1"" (PT)",HP,829.19,Homemaker,0.09038739923619526
"LG Gram 16Z90Q-G.AP7BB Intel Evo Core i7-1260P/32GB/2TB SSD/16""",LG,1882.19,Marketing,0.24191083572442018
"Lenovo ThinkPad E14 Gen 2 Intel Core i5-1135G7/8GB/256GB SSD/14""",Lenovo,1339.45,"Executive, Lawyer",0.16381223181215124
"MSI Creator Pro Z17 A12UMST-202ES Intel Core i7-12700H/32GB/1TB SSD/RTX A5500/17"" Táctil",MSI,4499.0,Healthcare,0.6184616845722376
MSI GP76 Leopard 10UG-055XPT Intel Core i7-10870H/16GB/1TB SSD/RTX 3070/17.3'' (PT),MSI,1599.0,"Lawyer, Executive",0.2011606724014378
"MSI Modern 15 B12M-024XES Intel Core i7-1255U/16GB/512GB SSD/15.6""",MSI,807.78,Engineer,0.08730656659116875
"MSI Prestige 14 A11SCX-060ES Intel Core i7-1185G7/16GB/1TB SSD/GTX 1650/14""",MSI,1649.0,Homemaker,0.2083555174388654
"MSI Prestige 14 A12UC-230XES Intel Core i7-1280P/16GB/512GB SSD/RTX3050/14""",MSI,1399.0,"Doctor, Homemaker",0.1723812922517275
"MSI Raider GE67HX 12UGS-023ES Intel Core i9-12900HX/32GB/1TB SSD/RTX 3070Ti/15.6""",MSI,3299.0,"Engineer, Artist",0.4457854036739756
MSI Stealth 15M B12UE-029XPT Intel Core i7-1260P/32GB/1TB SSD/RTX 3060/15.6'' (PT),MSI,1322.09,Marketing,0.16131418161515637
"Razer Blade 15 Advanced Model 4K 144Hz Intel Core i9-12900H/32GB/1TB SSD/RTX 3080Ti/15.6""",Razer,4399.99,"Artist, Lawyer",0.6042144524291235
"Razer Blade 15 Advanced Model FullHD 360Hz Intel Core i7-12800H/32GB/1TB SSD/RTX 3080Ti/15.6""",Razer,4099.99,Artist,0.561045382204558
"Samsung Galaxy Book2 Pro 360 Intel Evo Core i7-1260P/16GB/512GB SSD/15.6"" Táctil",Samsung,1699.0,"Lawyer, Healthcare",0.215550362476293
"Samsung Galaxy Book3 Pro Intel Evo Core i7-1360P/16GB/512GB SSD/16"" + T7 SSD PCIe NVMe USB 3.2 500GB",Samsung,2099.0,Homemaker,0.27310912277571364
"ASUS F515EA-EJ3076W Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Asus,720.92,"Artist, Lawyer",0.07480768179214954
"Lenovo V15 Gen 2 ITL Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Lenovo,810.81,"Homemaker, Executive",0.08774257420043687
"Microsoft Surface Pro 7+ Intel Core i7-1165G7/32GB/1TB SSD/12.3"" Táctil Platino",Microsoft,2014.58,Entertainment,0.2609613464145209
"ASUS ExpertBook P1512CEA-EJ0086X Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Asus,729.0,"Executive, Entertainment",0.07597036875019786
"ASUS F415EA-EK1005W Intel Core i5-1135G7/8GB/512GB SSD/14""",Asus,579.0,"Marketing, Healthcare",0.054385833637915104
"ASUS ROG Zephyrus G14 2022 GA402RJ-L8099W AMD Ryzen 7 6800HS/16GB/1TB SSD/Radeon RX 6700S/14""",Asus,2199.0,"Entertainment, Marketing",0.28749881285056883
"ASUS ROG Zephyrus G15 GA503RM-HQ079W AMD Ryzen 7 6800HS/16GB/1TB SSD/RTX 3060/15.6""",Asus,2199.0,"Lawyer, Artist",0.28749881285056883
"ASUS VivoBook 13 Slate OLED T3300KA-LQ031WS Intel Pentium Silver N6000/4GB/128GB/13.3"" Táctil",Asus,561.1,Engineer,0.05181007911451603
"ASUS Vivobook F1500EA-EJ2370W Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Asus,899.0,"Doctor, Healthcare",0.10043284187745165
Acer Aspire 5 A515-57 Intel Core i5-1235U/8GB/512GB SSD/15.6'' (PT),Acer,477.6,"Marketing, Engineer",0.03979468790201197
"Acer Chromebook 314 CB314-1H-C07W Intel Celeron N4020/8GB/64GB eMMC/14""",Acer,346.99,Marketing,0.02100031369524363
"Acer Chromebook 314 CB314-1H-C24N Intel Celeron N4020/8GB/64GB eMMC/14""",Acer,359.0,"Homemaker, Marketing",0.022728515473233735
"Acer Predator Helios 300 PH315-53-79C2 Intel Core i7-10750H/16GB/1TB SSD/RTX 3080/15.6""",Acer,1999.0,Entertainment,0.2587194327008585
"Apple MacBook Pro Intel Core i5/8GB/128GB/13"" Gris Espacial",Apple,604.0,"Homemaker, Marketing",0.057983256156628894
"Apple MacBook Pro Touch Bar Intel Core i7/16GB/512GB/15"" Plata",Apple,987.15,"Executive, Engineer",0.11311735367843646
"Asus Chromebook Z1500CN-EJ0400 Intel Celeron N3350/8GB/64GB eMMC/15.6""",Asus,399.0,Executive,0.028484391503175804
"Asus Zenbook 14 UX425EA-KI359 Intel Core i7-1165G7/16GB/512GB SSD/14""",Asus,849.0,Artist,0.09323799684002407
"Dell Latitude 5520 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",Dell,1125.75,"Engineer, Healthcare",0.13306146412218575
"Dell Latitude 7490 Intel Core i5-8350U/8GB/256GB SSD/14""",Dell,699.0,Entertainment,0.0716534617277413
"Dynabook Toshiba Satellite Pro C50-G-10T Intel Core i7-10510U/16GB/512GB SSD/15.6""",Dynabook Toshiba,799.0,"Lawyer, Homemaker",0.08604315180259649
"Gigabyte AORUS 17 XE4-73ES514SH Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/17.3""",Gigabyte,2399.0,Doctor,0.31627819300027915
"Gigabyte U4 UD-50ES823SD Intel Core i5-1155G7/16GB/512GB SSD/14""",Gigabyte,799.0,Healthcare,0.08604315180259649
"HP 15S-EQ2090NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6"" + Microsoft 365 Personal 12 Meses Descarga Digital",HP,660.99,Lawyer,0.06618394053028885
"HP 15S-FQ5013NS Intel Core i5-1235U/8GB/512GB SSD/15.6"" + Microsoft 365 Personal 12 Meses Descarga Digital",HP,760.99,"Engineer, Doctor",0.08057363060514404
"HP EliteBook 640 G9 Intel Core i7-1255U/16GB/512GB SSD/14""",HP,1255.73,"Entertainment, Executive",0.1517651832814825
"HP EliteBook 650 G9 Intel Core i7-1255U/16GB/512GB SSD/15.6""",HP,1654.05,Homemaker,0.20908219678764559
"HP EliteBook 840 G7 Intel Core i5-10210U/8GB/256GB SSD/14"" Táctil",HP,1395.03,"Engineer, Executive",0.17181002155575573
"HP ProBook 430 G6 Intel Core i5-8265U/8GB/256GB SSD/13.3""",HP,490.0,"Engineer, Lawyer",0.041579009471294004
"HP ProBook 440 G6 Intel Core i5-8265U/8GB/256GB SSD/14""",HP,550.01,Artist,0.05021426248521459
"Lenovo ThinkPad T14s Gen 2 Intel Core i5-1135G7/16GB/512GB SSD/14""",Lenovo,1901.48,Healthcare,0.24468660693985975
"Lenovo ThinkPad T490 Intel Core i5-8265U/8GB/512GB SSD/14"" Táctil",Lenovo,877.63,Healthcare,0.09735776510845508
"Lenovo ThinkPad T490 Intel Core i7-8565U/16GB/512GB SSD/14""",Lenovo,794.99,"Engineer, Homemaker",0.0854661252305948
"Lenovo V15 IGL Intel Celeron N4020/8GB/256 GB SSD/15.6""+Microsoft 365 Personal 12 Meses Descarga Digital",Lenovo,411.0,Homemaker,0.03021115431215842
"MSI Katana GF76 12UD-035ES Intel Core i7-12700H/16 GB/1TB SSD/RTX 3050Ti/17.3""",MSI,1599.0,"Lawyer, Engineer",0.2011606724014378
"MSI Prestige 14 A10RAS-081ES Intel Core i7-10510U/16GB/1TB SSD/MX330/14""",MSI,1278.99,"Artist, Lawyer",0.1551122251928938
"MSI Prestige 15 A12UC-200XES Intel Core i7-1280P/16GB/512GB SSD/RTX 3050/15.6""",MSI,1399.0,Entertainment,0.1723812922517275
"MSI Prestige 16 A12UD-219XES Intel Core i7-1280P/32GB/1TB SSD/RTX 3050Ti/16""",MSI,1375.14,Healthcare,0.16894791219986705
"MSI Raider GE67HX 12UHS-030ES Intel Core i7-12800HX/32GB/1TB SSD/RTX 3080Ti/15.6""",MSI,3799.0,"Healthcare, Executive",0.5177338540482515
"Medion Erazer Deputy P10 MD62132 Intel Core i5-10300H/8GB/512GB SSD/GTX 1660Ti/15.6"" + Crucial SO-DIMM DDR4 8GB 3200MHz",Medion,1029.0,Doctor,0.11913943897476337
"Razer Blade 15 Advanced Model FullHD 360Hz Intel Core i7-12800H/16GB/1TB SSD/RTX 3070Ti/15.6""",Razer,3299.99,"Entertainment, Doctor",0.4459278616057167
"Samsung Galaxy Book3 Pro 360 Intel Evo Core i7-1360P/16GB/512GB SSD/16"" Táctil+ T7 SSD PCIe NVMe USB 3.2 500GB",Samsung,2198.99,"Homemaker, Executive",0.2874973738815613
"ASUS  ROG Zephyrus M16 GU604VI-93D47PB1 Intel Core i9-13900H/32GB/1TB SSD/RTX 4070/16"" (PT)",Asus,3456.44,"Entertainment, Marketing",0.4684405317278276
ASUS ROG Strix SCAR 18 G834JY-93B49PB1 Intel Core i9-13980HX/64GB/2TB SSD/RTX 4090/16'' (PT),Asus,5758.14,"Healthcare, Entertainment",0.7996480281807691
"ASUS ROG Strix Scar 17 G733PZ-R97B48PB1  AMD Ryzen 9 7945HX/32GB/1TB SSD/RTX 4080/17.3"" (PT)",Asus,4753.32,Entertainment,0.6550575443706093
ASUS ROG Zephyrus G14 GA402RJ AMD Ryzen 7-6800HS/16GB/1TB SSD/RX 6700S/14'' (PT),Asus,1730.15,Healthcare,0.2200327509346104
HP Laptop 15s-eq2074np AMD Ryzen 5-5500U/12GB/256GB SSD/15.6'' (PT),HP,655.34,Lawyer,0.06537092304105954
HP OMEN 16-b1002np Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/16.1'' (PT),HP,1887.39,"Engineer, Entertainment",0.24265909960831267
HP Victus 16-d1027np Intel Core i5-12500H/8GB/512GB SSD/RTX 3050Ti/16.1'' (PT),HP,1438.68,Healthcare,0.17809112127343002
"HP 250 G8 Intel Core i7-1165G7/16 GB/512GB SSD/15.6""",HP,1078.0,Marketing,0.1261903871114424
"ASUS Chromebook CR1 CR1100CKA-GJ0132 Intel Celeron N4500/4GB/32GB/11.6""",Asus,304.82,"Homemaker, Engineer",0.014932181390677205
"ASUS Chromebook CR1100FKA-BP0024 Intel Celeron N4500/4GB/32GB eMMC/11.6"" Táctil",Asus,398.4,Executive,0.028398053362726668
"ASUS Chromebook CX1500CNA-EJ0101 Intel Celeron N3350/8GB/32GB eMMC/15.6""",Asus,466.0,Artist,0.038125483853328763
"ASUS Chromebook Flip CX5 CB5400FMA Intel Core i5-1130G7/8GB/256GB SSD/14""",Asus,777.0,Doctor,0.08287741998612834
"ASUS Chromebook Flip CX5 CB5400FMA Intel Core i7-1160G7/8GB/256GB SSD/14""",Asus,918.0,Doctor,0.10316688299167413
"ASUS E510MA-EJ617W Intel Celeron N4020/8GB/256GB SSD/15.6""",Asus,364.16,Engineer,0.023471023481096268
"ASUS ExpertBook B1 B1500CEAE-BQ1856R Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Asus,901.99,"Healthcare, Marketing",0.10086309361068982
"ASUS ExpertBook B1 B1502CBA-EJ0433W Intel Core i3-1215U/8GB/256GB SSD/15.6""",Asus,545.0,Lawyer,0.049493339012464346
"ASUS ExpertBook B5 B5402CBA-EB0316X Intel Core i5-1240P/16GB/512GB SSD/14""",Asus,1259.0,"Lawyer, Marketing",0.15223572614693026
"ASUS ExpertBook B5 B5602CBA-MB0418X Intel Core i5-1240P/16GB/512GB SSD/16""",Asus,1238.0,"Entertainment, Homemaker",0.14921389123121068
